restaurant_name,city,address,latitude,longitude,cuisines,price_level,avg_rating,total_reviews_count,keywords,special_diets,features,atmosphere,keywords_clean,dominant_topic,target,target_pred,probability
Umut Kebab,Dol-de-Bretagne,"20 Grande rue des Stuarts, 35120, Dol-de-Bretagne France",48.549797,-1.754281,"Indian, Fast food, Turkish, Middle Eastern",€,4.5,226.0,kebab curry great food last night dol,Vegetarian Friendly,,4.0,kebab curry great food last night dol,3,1,1,1.0285088149122146
L'ardoise,Saint-Seurin-de-Prats,"3 route du Perigord Lassiguenie, 24230 Saint-Seurin-de-Prats France",44.822697,0.075118,"French, European",€€-€€€,5.0,199.0,tuna steak sunday lunchtime entrees dordogne,Vegetarian Friendly,,4.5,tuna steak sunday lunchtime entrees dordogne,1,1,1,0.9825376239897101
Meli Et Zeli,Carcassonne Center,"2 Place Saint Jean, 11000 Carcassonne Center, Carcassonne France",43.207687,2.363906,"French, European",€€-€€€,4.5,401.0,cassoulet prawns set menu meat dishes main course,Vegetarian Friendly,,,cassoulet prawns set menu meat dishes main course,4,1,1,0.09149848723204135
Il Grigio,Paris,"147 rue Saint Dominique, 75007 Paris France",48.857876,2.3005,"Italian, Pizza, European",€€-€€€,4.0,171.0,pizza salad bread eiffel tower gusto,Vegetarian Friendly,,4.0,pizza salad bread eiffel tower gusto,3,1,1,0.38370627451365424
La Tomate,Montpellier,"6 rue Four des Flammes, 34000, Montpellier France",43.608074,3.874924,"French, Mediterranean",€€-€€€,3.5,481.0,typical french food amazing friendly service dessert sauce,Vegetarian Friendly,,3.5,typical french food amazing friendly service dessert sauce,3,0,1,0.7028707542147944
Les Amoureux,Nice,"46 boulevard Stalingrad, 06300 Nice France",43.696224,7.286839,"Pizza, Mediterranean, Healthy, Neapolitan, Campania, Southern-Italian",€€-€€€,4.5,2192.0,pizza french riviera visiting nice ivan france,"Vegetarian Friendly, Vegan Options",,4.5,pizza french riviera visiting nice ivan france,3,1,1,0.3122212458492204
Ya Bayté,Paris,"1 rue des Grands Degrés, 75005 Paris France",48.851227,2.350067,"Lebanese, Mediterranean",€€-€€€,5.0,79.0,kafta hummus poulet sandwiches lamb,,,,kafta hummus poulet sandwiches lamb,0,1,1,1.1087174828553508
Le Boudoir,Paris,"25 rue du Colisee, 75008 Paris France",48.87098,2.308975,"French, European, Wine Bar, Gastropub",€€€€,4.5,598.0,salad rue du boudin noir champs malbec,Vegetarian Friendly,,4.5,salad rue du boudin noir champs malbec,0,1,1,0.7279798578909905
Restaurant La Gauloise,Paris,"59 avenue de la Motte Picquet, 75015 Paris France",48.84961,2.299005,French,€€-€€€,4.0,567.0,coq au vin escargot french restaurant eiffel tower main dish,Vegetarian Friendly,,4.0,coq au vin escargot french restaurant eiffel tower main dish,3,1,1,0.8682169560557396
Une Frite Une Fois,Doue-la-Fontaine,"2 Place Armand Courjaret, 49700, Doue-la-Fontaine France",47.19038,-0.276886,"Belgian, European",€,4.0,156.0,moules fries burger belgian beers france,,"Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Parking Available, Television",4.5,moules fries burger belgian beers france,3,1,1,0.7640435963969939
Bollynan Montorgueil,Paris,"12 rue des Petits Carreaux Montorgueil, 75002 Paris France",48.86674,2.347184,Indian,€,4.5,891.0,nan tandoori chicken indian food seating downstairs french taste,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.0,nan tandoori chicken indian food seating downstairs french taste,3,1,1,0.9592527815586399
Restaurant Le 36,Amboise,"36 quai Charles Guinot Hotel Le Choiseul, 37400, Amboise France",47.41536,0.988901,"French, European",€€€€,4.0,419.0,shrimp fries michelin star high end restaurants special dinner,,,4.0,shrimp fries michelin star high end restaurants special dinner,4,1,1,0.6203311027153411
Fleur De Sel,Menton,"2 rue du Vieux College, 06500, Menton France",43.77531,7.503786,"French, European",€€-€€€,4.5,1150.0,sweet crepes galettes side street crepe place great creperie,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.5,sweet crepes galettes side street crepe place great creperie,5,1,1,1.351476642261022
Sourire Le Restaurant,Paris,"15 rue de la Sante, 75013 Paris France",48.83714,2.34194,"French, European, Contemporary",€€€€,4.5,361.0,dish dessert cheese cuisine cream,,,,dish dessert cheese cuisine cream,4,1,1,1.0774422000992891
Le Napoléon,Lanslebourg Mont Cenis,"Quartier Napoléon Intersection Entre la Rue du Cugniet et la Rue Des Jardins, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.286568,6.88151,French,€€-€€€,4.5,270.0,pizza tartiflette fondue service excellent chef,Vegetarian Friendly,,4.5,pizza tartiflette fondue service excellent chef,2,1,1,0.9031936618583768
Le Pantruche,Paris,"3 rue Victor Masse SouthPi district, 75009 Paris France",48.880547,2.339717,"French, European",€€-€€€,4.5,540.0,tables close together short menu french bistro fish day attentive service,Vegetarian Friendly,,4.0,tables close together short menu french bistro fish day attentive service,4,1,1,1.3773270109446039
Le Boeuf Noisette,Saumur,"29 rue Moliere, 49400, Saumur France",47.260826,-0.076872,"French, European",€€-€€€,4.5,309.0,beef fries butter sauce simple concept starters,,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Accepts Credit Cards, Table Service, Highchairs Available, Gift Cards Available",,beef fries butter sauce simple concept starters,3,1,1,1.276510952068906
Cafe Tortoni,Eymet,"Avenue de Sainte-Foy, Eymet France",44.667503,0.39572,"French, Bar, Cafe, European, Pub",€,4.5,118.0,croque monsieur burger fries salad pool table,Vegetarian Friendly,,4.0,croque monsieur burger fries salad pool table,5,1,0,-0.6845134715137889
Il etait une Oie dans le Sud Ouest,Paris,"8 rue Gustave Flaubert, 75017 Paris France",48.881447,2.299101,"French, European",€€-€€€,4.5,473.0,duck breast magret de canard fries potatoes steak,,"Accepts American Express, Accepts Mastercard, Accepts Visa, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,duck breast magret de canard fries potatoes steak,5,1,1,0.8305231280252445
La Voglia,Nice,"2 rue Saint Francois de Paule, 06300 Nice France",43.695766,7.273432,"French, Italian, Mediterranean, European, Healthy",€€-€€€,4.0,3562.0,pasta clams huge portions italian food flower market,"Vegetarian Friendly, Vegan Options","Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Highchairs Available, Accepts Credit Cards, Table Service",3.5,pasta clams huge portions italian food flower market,3,1,1,0.3433211579303477
L'Alcôve,Aix-en-Provence,"19 rue Constantin, 13100, Aix-en-Provence France",43.53057,5.450464,"French, Mediterranean",€€-€€€,4.5,715.0,foie gras sea bass lamb three course meal butternut squash soup,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.0,foie gras sea bass lamb three course meal butternut squash soup,4,1,1,0.23680429139607595
Le Doyenné Café-Lounge,Issigeac,"38 rue de l Ancienne Poste, 24560 Issigeac France",44.729523,0.605325,"French, Cafe, International, Mediterranean, European",€€-€€€,4.5,41.0,cakes three course meal lovely sunday lunch nikki terrace,"Vegetarian Friendly, Vegan Options","Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",,cakes three course meal lovely sunday lunch nikki terrace,1,1,1,0.16759794337068168
Au Petit Riche,Paris,"25 rue le Peletier 75009, 75009 Paris France",48.87318,2.338611,"French, European",€€-€€€,4.0,1388.0,quenelle steak tartare traditional brasserie main course haussmann,Vegetarian Friendly,"Highchairs Available, Reservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",4.0,quenelle steak tartare traditional brasserie main course haussmann,2,1,1,0.9158925133335001
La Queue de Cochon,Tignes,"route du Lavachet Rue de Lavachet, 73320 Tignes France",45.471333,6.913904,"European, French",€€-€€€,4.5,123.0,cochon roast night fish chips pork escargot,Vegetarian Friendly,"Reservations, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Seating, Wheelchair Accessible, Table Service, Live Music",,cochon roast night fish chips pork escargot,5,1,0,-0.8040175345906527
La Trattoria,Nice,"37 rue de France, 06000 Nice France",43.695957,7.26188,"Italian, French, Pizza, Mediterranean, European",€€-€€€,4.0,1238.0,pizza salad gnocchi steak de france,"Vegetarian Friendly, Vegan Options",,4.0,pizza salad gnocchi steak de france,0,1,0,-0.8859944347283936
Les Petits Producteurs,Cahors,"4 Place Champollion, 46000, Cahors France",44.447548,1.443825,"French, European, Healthy",€€-€€€,4.5,447.0,foie gras salad per glass producers products,,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards, Table Service",,foie gras salad per glass producers products,4,1,1,0.1087355197942369
La Piazza,Troyes,"48 rue du General Saussier, 10000, Troyes France",48.294388,4.073394,"Italian, Pizza, Mediterranean, European, Tuscan, Central-Italian",€€-€€€,4.5,770.0,pizza french fries no reservation based tripadvisor reviews service excellent,"Vegetarian Friendly, Vegan Options",,,pizza french fries no reservation based tripadvisor reviews service excellent,0,1,1,1.1495289380964273
L'Artigiana,Galeria,"Route de Galeria, 20245 Galeria, Corsica France",42.416397,8.657179,French,€€-€€€,4.5,350.0,beignets salad quiche courgette corsica,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.5,beignets salad quiche courgette corsica,5,1,1,0.5879159554229609
Boucherie Rouliere,Paris,"24 rue des Canettes, 75006 Paris France",48.851616,2.333751,"French, European",€€-€€€,4.5,653.0,bone marrow steak fries snails potatoes,,,4.0,bone marrow steak fries snails potatoes,5,1,0,-0.054064931036487685
Le Recrutement Cafe,Paris,"36 boulevard de la Tour Maubourg, 75007 Paris France",48.85999,2.310222,"French, Bar, Cafe, European",€€-€€€,3.5,483.0,burger creme brulee onion soup croissants quick lunch,Vegetarian Friendly,,3.5,burger creme brulee onion soup croissants quick lunch,5,0,0,-0.7768518002403045
The Chip Shop,Confolens,"2 avenue de Saint Germain and Quay de Goire, 16500, Confolens France",46.015812,0.67435,"Fast food, British",€,4.5,180.0,fish chips nice friendly service overlooking river friendly owners portion size,Vegetarian Friendly,,4.5,fish chips nice friendly service overlooking river friendly owners portion size,3,1,1,0.3970239496227823
Le Chaudron Magique,Moncontour,"1 Place de la Carriere, 22510 Moncontour France",48.360214,-2.633941,"French, European",€€-€€€,4.5,229.0,pate salad scallops armour waitress,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.5,pate salad scallops armour waitress,2,1,1,0.4188141974683842
Aux Terrasses,Tournus,"18 rue du 23 Janvier, 71700, Tournus France",46.55915,4.914349,"French, European",€€€€,4.5,806.0,morels top class amazing restaurant attention detail wines,,,4.0,morels top class amazing restaurant attention detail wines,3,1,1,1.8704354033170625
La Place de Mougins,Mougins,"41 Place du Commandant Lamy, 06250 Mougins France",43.600414,6.994415,"French, European",€€€€,4.5,1388.0,michelin star chef denis small portions gourmet restaurant presentation,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Highchairs Available, Free Wifi, Reservations, Outdoor Seating, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,michelin star chef denis small portions gourmet restaurant presentation,4,1,1,2.4419864163910896
Le Perron,Paris,"6 rue Perronet, 75007 Paris France",48.85479,2.329411,"Italian, European",€€-€€€,4.5,171.0,pasta italian wine list italian restaurant dishes limoncello,Vegetarian Friendly,,4.5,pasta italian wine list italian restaurant dishes limoncello,3,1,1,0.7929808567788345
O’Bergine,Paris,"32 rue Tiquetonne, 75002 Paris France",48.86471,2.348111,"French, Lebanese, Healthy, Middle Eastern",€€-€€€,5.0,106.0,small restaurant excellent food fusion chef dish,,,,small restaurant excellent food fusion chef dish,1,1,1,3.1208490023586073
La Cave de Tourrettes,Tourrettes-sur-Loup,"8 rue de la Bourgade, 06140 Tourrettes-sur-Loup France",43.716515,7.059383,"French, European, Wine Bar",€€-€€€,4.5,296.0,bread amazing view small terrace very small place lovely meal,Vegetarian Friendly,,4.5,bread amazing view small terrace very small place lovely meal,4,1,1,1.8908996255414556
La Fontaine,Villars en Luberon,"Place de la Fontaine, 84400 Villars en Luberon, Apt France",43.92332,5.405367,"French, Mediterranean, European",€€-€€€,4.5,320.0,amuse bouche snails bread filet family run restaurant,"Vegetarian Friendly, Gluten Free Options",,4.5,amuse bouche snails bread filet family run restaurant,4,1,1,0.8606266703839692
Le Volcan,Paris,"10 rue Thouin, 75005 Paris France",48.84498,2.349164,"French, European",€€-€€€,4.0,384.0,boeuf bourgignon fondue escargot quartier latin traditional french cuisine,"Vegetarian Friendly, Vegan Options","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.0,boeuf bourgignon fondue escargot quartier latin traditional french cuisine,5,1,1,1.1553378158981613
Brasserie des Iles,Hyeres,"21 avenue du Docteur Robin Port Saint Pierre, 83400, Hyeres France",43.081112,6.156311,"French, Seafood, Mediterranean, European, Healthy",€€-€€€,4.5,403.0,lunch chocolate brownie oysters taste starters,,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",,lunch chocolate brownie oysters taste starters,1,1,1,1.0687002907339243
L'Air de Famille,Bordeaux,"15 rue Albert Pitres, 33000, Bordeaux France",44.85196,-0.575044,"French, European",€€-€€€,4.5,207.0,boudin husband wife team dishes menu dessert,,"Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,boudin husband wife team dishes menu dessert,1,1,1,1.106641816349121
Le Corner's Pub,Albert,"17 rue de Birmingham 16 Rue Galilée, 80300 Albert France",50.003506,2.649404,"French, Bar, European, Pub",€€-€€€,4.0,539.0,steak salad sunday evening great host tasty food,Vegetarian Friendly,,3.5,steak salad sunday evening great host tasty food,0,1,1,0.2693927143093094
Au boeuf,Soufflenheim,"48 Grand rue, 67620 Soufflenheim France",48.829758,7.962508,"French, European",€€-€€€,4.0,441.0,salad sauerkraut stopped lunch have eaten here service great,,,4.0,salad sauerkraut stopped lunch have eaten here service great,3,1,1,0.27861627989642074
Sushi Lune,Nice,"26 boulevard Jean Jaures En face de la Coulee vert, au pied du tramway Cathedrale Veille Ville., 06300 Nice France",43.69831,7.276246,"Japanese, Sushi, Asian",€€-€€€,4.5,395.0,fresh sushi fish soup spoke english avocado vegetarian,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service",,fresh sushi fish soup spoke english avocado vegetarian,1,1,1,0.37806395782066915
Chez Gladines Saint-Germain,Paris,"44 boulevard Saint Germain, 75005 Paris France",48.849617,2.350772,"French, European",€€-€€€,4.0,529.0,cassoulet poulet basquaise potatoes veal salad,Vegetarian Friendly,,3.5,cassoulet poulet basquaise potatoes veal salad,5,1,1,0.6835388086621912
La Plage Aux Mouettes,Collioure,"19 rue Jean Bart 19 Rue Jean Bart, 66190, Collioure, Pyrénées-Orientales, Languedoc-Roussillon, 66190 Collioure France",42.523983,3.087292,"French, Mediterranean, European, Catalan",€€-€€€,4.5,990.0,fish tapas views euros presentation,Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,fish tapas views euros presentation,2,1,1,0.7338766357921753
